scanner_id,dpi,path,width,height,mean,std,min,max,entropy,skewness
Canon120-1,300,/content/drive/MyDrive/Tracefinder/Flatfield/Canon120-1/300.tif,2480,3508,254.99878446040387,0.17914140062364836,86,255,0.00258127423425899,-332.3983459472656
Canon120-1,150,/content/drive/MyDrive/Tracefinder/Flatfield/Canon120-1/150.tif,1240,1752,254.99921564295184,0.13088880213331597,151,255,0.002175781973479256,-384.5569152832031
EpsonV39-1,300,/content/drive/MyDrive/Tracefinder/Flatfield/EpsonV39-1/300.tif,2480,3508,254.9974311021812,0.18486498823477177,199,255,0.010642515160612685,-143.34910583496094
EpsonV39-1,150,/content/drive/MyDrive/Tracefinder/Flatfield/EpsonV39-1/150.tif,1240,1754,254.99872227535218,0.1314746435524053,209,255,0.004157008996443148,-178.97103881835938
Canon120-2,300,/content/drive/MyDrive/Tracefinder/Flatfield/Canon120-2/300.tif,2480,3508,254.6784830525619,7.898634483358669,32,255,0.03948247396308761,-26.10430145263672
Canon120-2,150,/content/drive/MyDrive/Tracefinder/Flatfield/Canon120-2/150.tif,2480,3508,254.67992951594513,7.87453312037859,32,255,0.03915837632155757,-26.121938705444336
Canon220,300,/content/drive/MyDrive/Tracefinder/Flatfield/Canon220/300.tif,2480,3508,254.65059150513113,8.604971565146853,26,255,0.03244167042369674,-25.318675994873047
Canon220,150,/content/drive/MyDrive/Tracefinder/Flatfield/Canon220/150.tif,1240,1752,254.61479921564296,9.017369441545425,26,255,0.03328962376492096,-24.108482360839844
HP,300,/content/drive/MyDrive/Tracefinder/Flatfield/HP/300.tif,2480,3503,252.4667088348236,0.7675354591994826,189,255,1.6099113647160768,-1.0143812894821167
HP,150,/content/drive/MyDrive/Tracefinder/Flatfield/HP/150.tif,1240,1743,253.7791345103918,0.5558596010586022,224,255,1.156231173328814,-1.355423927307129
EpsonV370-2,300,/content/drive/MyDrive/Tracefinder/Flatfield/EpsonV370-2/300.tif,2480,3508,254.79272814212675,2.7665154507302026,87,255,0.26346555176898767,-32.15479278564453
EpsonV370-2,150,/content/drive/MyDrive/Tracefinder/Flatfield/EpsonV370-2/150.tif,1236,1754,254.76033006387618,3.473711260652944,93,255,0.2551051536494057,-27.98065948486328
EpsonV39-2,300,/content/drive/MyDrive/Tracefinder/Flatfield/EpsonV39-2/300.tif,2480,3508,254.95387501379335,0.5171726584616343,89,255,0.20141075757300966,-77.35694885253906
EpsonV39-2,150,/content/drive/MyDrive/Tracefinder/Flatfield/EpsonV39-2/150.tif,1240,1754,254.96516027880972,0.4208639746320495,141,255,0.16253409853110623,-71.73583984375
Canon9000-1,300,/content/drive/MyDrive/Tracefinder/Flatfield/Canon9000-1/300.tif,2480,3508,254.27298099735168,12.215460082238453,34,255,0.05673055841220857,-17.035568237304688
Canon9000-1,150,/content/drive/MyDrive/Tracefinder/Flatfield/Canon9000-1/150.tif,1240,1754,254.20815187405745,12.690500330149538,35,255,0.062108594617906895,-16.378114700317383
EpsonV550,300,/content/drive/MyDrive/Tracefinder/Flatfield/EpsonV550/300.tif,2478,3508,254.89872117507497,1.1231287968994408,114,255,0.14480961795409808,-16.141529083251953
EpsonV550,150,/content/drive/MyDrive/Tracefinder/Flatfield/EpsonV550/150.tif,1239,1754,254.90113408484976,1.0948251167221712,137,255,0.1386545396932692,-14.55856704711914
EpsonV370-1,300,/content/drive/MyDrive/Tracefinder/Flatfield/EpsonV370-1/300.tif,2480,3508,254.77256007007026,3.286357409166393,86,255,0.298610547887168,-31.67714500427246
EpsonV370-1,150,/content/drive/MyDrive/Tracefinder/Flatfield/EpsonV370-1/150.tif,1236,1754,254.75908326045322,3.5851944444321022,87,255,0.28671421287289905,-29.071578979492188
Canon9000-2,150,/content/drive/MyDrive/Tracefinder/Flatfield/Canon9000-2/150.tif,1240,1754,254.99829054327435,0.510987364516773,37,255,0.001152037683673277,-377.55072021484375
Canon9000-2,300,/content/drive/MyDrive/Tracefinder/Flatfield/Canon9000-2/300.tif,2480,3508,254.99843330452055,0.45242277498890704,36,255,0.0014595504781814447,-416.68548583984375
